id,link,title,sender,recipient,year,description,place,date,sentLocation,receivedLocation,senderLat,senderLng,receiverLat,receiverLng
pera0138,http://129.7.224.3/omeka-2.6.1/items/show/1716,"Envelope addressed to Mr. Alonso S. Perales, Inspector-General, LULAC Supreme Council, postmarked 14 November 1936",[Unknown],"Perales, Alonso S.",1936,"Envelope addressed to Mr. Alonso S. Perales, Inspector-General, LULAC Supreme Council, from an unknown sender at the LULAC Magnolia Council, chapter number 60, postmarked 14 November 1936.  ",,11/14/36,"Houston, TX","San Antonio, TX",29.737299,-95.286913,29.42662879,-98.4923065
pera0139,http://129.7.224.3/omeka-2.6.1/items/show/1717,"Envelope addressed to Mr. Alonso S. Perales, postmarked 29 July 1937","Carrilles, Adelaida","Perales, Alonso S.",1937,"Envelope addressed to Alonso S. Perales from Mrs. Ben Garza [Adelaida Carrilles] in Corpus Christi, Texas, postmarked 29 July 1937.  ",,7/29/37,"Corpus Christi, TX","San Antonio, TX",27.7929465,-97.4011559,29.42662879,-98.4923065
pera0141,http://129.7.224.3/omeka-2.6.1/items/show/1719,"Envelope addressed to Sr. [Mr.] Alonso S. Perales, postmarked 30 May 1939","Zapata, Candelario","Perales, Alonso S.",1939,"Envelope addressed to Sr. [Mr.] Alonso S. Perales from Candelario Zapata in Beeville, Texas, postmarked 30 May 1939.  ",,5/30/39,"Beeville, TX","San Antonio, TX",28.40471,-97.750882,29.42662879,-98.4923065
pera0142,http://129.7.224.3/omeka-2.6.1/items/show/1720,"Envelope addressed to Sr. Lic. [Senor Licenciado/Mr. Esq.] Alonso S. Perales, postmarked 6 June 1939","Basanez, L.","Perales, Alonso S.",1939,"Envelope addressed to Sr. Lic. [Senor Licenciado/Mr. Esq.] Alonso S. Perales from Dr. L. Basanez in Mercedes, Texas, postmarked 6 June 1939.  ",,6/6/39,"Mercedes, TX","San Antonio, TX",26.14774,-97.912173,29.42662879,-98.4923065
pera0145,http://129.7.224.3/omeka-2.6.1/items/show/1723,"Envelope addressed to Sr. [Senor/Mr.] A. [Alonso] S. Perales, postmarked 17 August 1939","Munguia, Manuel","Perales, Alonso S.",1939,"Envelope addressed to Sr. [Senor/Mr.] A.[Alonso] S. Perales from Manuel Munguia in Benavides, Texas, postmarked 17 August 1939. ",,8/17/39,"Benavides, TX","San Antonio, TX",27.599838,-98.409353,29.42662879,-98.4923065
pera0146,http://129.7.224.3/omeka-2.6.1/items/show/1724,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales c/o [care of] Mexican Chamber of Commerce, postmarked 23 August 1939","Canalez, G.R.","Perales, Alonso S.",1939,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales c/o [care of] the Mexican Chamber of Commerce, from G.R. Canalez in Phoenix, Arizona, postmarked 23 August 1939.  ",,8/23/39,"Phoenix, AZ","San Antonio, TX",33.44004175,-112.0713968,29.42662879,-98.4923065
pera0147,http://129.7.224.3/omeka-2.6.1/items/show/1725,"Envelope addressed to Sr. [Senior/Mr.] Alonzo [Alonso] S. Perales, postmarked 3 July 1939","Camacho, J.A.","Perales, Alonso S.",1939,"Envelope addressed to Alonso S. Perales from J.A. Camacho in Victoria, Texas, postmarked 3 July 1939.  ",,7/3/39,"Victoria, TX","San Antonio, TX",28.7959931,-97.0110123,29.42662879,-98.4923065
pera0148,http://129.7.224.3/omeka-2.6.1/items/show/1726,"Envelope addressed to Mr. and Mrs. Alonso S. Perales, postmarked 5 September 1939","Bramble, Charlene","Perales, Alonso S.",1939,"Envelope addressed to Alonso S. Perales and Marta Perez de Perales from Charlene Bramble in Napa, California, postmarked 5 September 1939.  ",,9/5/39,"Napa, CA","San Antonio, TX",38.29591663,-122.2884831,29.44732378,-98.49567741
pera0149,http://129.7.224.3/omeka-2.6.1/items/show/1727,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales, postmarked 8 September 1939",[Unknown],"Perales, Alonso S.",1939,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales from an unknown sender at the Federal Works Agency_Works Projects Administration in Washington D.C., postmarked 8 September 1939. Marked official business.  ",,9/8/39,"Washington, DC","San Antonio, TX",38.89601411,-77.04080562,29.42662879,-98.4923065
pera0150,http://129.7.224.3/omeka-2.6.1/items/show/1728,"Envelope addressed to Hon. [Honorable] Alonso S. Perales, Consul General of Nicaragua, postmarked 16 September 1939","Wallace, Herbert F.","Perales, Alonso S.",1939,"Envelope addressed to Hon. [Honorable] Alonso S. Perales, Consul General of Nicaragua, from Herbert F. Wallace in Winthrop, Massachusetts, postmarked 16 September 1939.  ",,9/16/39,"Winthrop, MA","San Antonio, TX",42.3846939,-70.9727294,29.42662879,-98.4923065
pera0152,http://129.7.224.3/omeka-2.6.1/items/show/1730,"Envelope addressed to Lic. [Licenciado/Esq.] Alonso S. Perales, postmarked 30 September 1939","Perez, Julio","Perales, Alonso S.",1939,"Envelope addressed to Alonso S. Perales from Julio Perez in Dilley, Texas, postmarked 30 September 1939.  ",,9/30/39,"Dilley, TX","San Antonio, TX",28.66895,-99.169158,29.42662879,-98.4923065
pera0153,http://129.7.224.3/omeka-2.6.1/items/show/1731,"Envelope addressed to H [Honorable] Alonso S. Perales,Att [Attorney] at Law, postmarked 2 October 1939","Ramirez, Oswaldo V.","Perales, Alonso S.",1939,"Envelope addressed to H [Honorable] [Alonso] S. Perales from Oswaldo V. Ramirez in Mission, Texas, postmarked 2 October 1939. Damaged envelope (tear on recto).  ",,10/2/39,"Mission, TX","San Antonio, TX",26.23077107,-98.32217359,29.42662879,-98.4923065
pera0156,http://129.7.224.3/omeka-2.6.1/items/show/1734,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales, Esq., Attorney at Law, postmarked 12 October 1939","Hamilton, John J.","Perales, Alonso S.",1939,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales, Esq., Attorney at Law, from John J. Hamilton, postmarked 12 October 1939 in Washington, D.C.  ",,10/12/39,"Washington, DC","San Antonio, TX",38.8975248,-77.04215346,29.42662879,-98.4923065
pera0160,http://129.7.224.3/omeka-2.6.1/items/show/1738,"Envelope addressed to Sr. Lic. [Senior Licenciado/Mr. Esq.] Alonzo [Alonso] S. Perales, postmarked 3 November 1939","Jimenez, Cristino","Perales, Alonso S.",1939,"Envelope addressed to Sr. Lic. [Senior Licenciado/Mr. Esq.] Alonzo [Alonso] S. Perales, from Cristino Jimenez in Benavides, Texas, postmarked 3 November 1939.  ",,11/3/39,"Benavides, TX","San Antonio, TX",27.599838,-98.409353,29.42662879,-98.4923065
pera0162,http://129.7.224.3/omeka-2.6.1/items/show/1740,"Envelope addressed to Mr. Alonso S. Perales, postmarked 9 November 1939","Perales, L.S.","Perales, Alonso S.",1939,"Envelope addressed to Mr. Alonso S. Perales from L.S. Perales in Laredo, Texas, postmarked 9 November 1939.  ",,11/9/39,"Laredo, TX","San Antonio, TX",27.516432,-99.512085,29.42662879,-98.4923065
pera0167,http://129.7.224.3/omeka-2.6.1/items/show/1745,"Envelope addressed to Lic. Sr. [Licenciado Senor/Esq. Mr.] Alonso S. Perales, Director de la Liga de Americanos Leales [League of Loyal American Citizens] postmarked 9 October 1940","Acosta, F.S.","Perales, Alonso S.",1940,"Envelope addressed to Lic. Sr. [Licenciado Senor/Esq. Mr.] Alonso S. Perales, Director de la Liga de Americanos Leales [League of Loyal American Citizens/corrected: League of Loyal Citizens], from F.S. Acosta in Mercedes, Texas, postmarked 9 October 1940. Right side of envelope is damaged, obscuring the ""s"" in ""Leales.""  ",,10/9/40,"Mercedes, TX","San Antonio, TX",26.154951,-97.91391,29.42662879,-98.4923065
pera0172,http://129.7.224.3/omeka-2.6.1/items/show/1750,"Envelope addressed to Lic. [Licenciado/Esq.] Alonso S. Perales, postmarked 15 September 1941","Salinas, Daniel","Perales, Alonso S.",1941,"Envelope addressed to Lic. [Licenciado/Esq.] Alonso S. Perales from Lieutenant Daniel Salinas from Philadelphia, Pennsylvania, postmarked 15 September 1941.  ",,9/15/41,"Philadelphia, PA","San Antonio, TX",39.95523269,-75.21301349,29.42662879,-98.4923065
pera0173,http://129.7.224.3/omeka-2.6.1/items/show/1751,"Envelope addressed to Sr. Lic. [Senor Licenciado/Mr. Esq.] Alonzo [Alonso] S. Perales, postmarked 28 September 1941","Gonzalez, Francisco","Perales, Alonso S.",1941,"Envelope addressed to Sr. Lic. [Senor Licenciado/Mr. Esq.] Alonzo [Alonso] S. Perales from Francisco Gonzalez in Hamlin, Texas, postmarked 28 September 1941.  ",,9/28/41,"Hamlin, TX","San Antonio, TX",32.88483,-100.126491,29.42662879,-98.4923065
pera0175,http://129.7.224.3/omeka-2.6.1/items/show/1753,"Envelope addressed to Mr. Alonso S. Perales, postmarked 3 November 1941",[Unknown],"Perales, Alonso S.",1941,"Envelope addressed to Mr. Alonso S. Perales from an unknown sender at the office of the Under Secretary of the State in Washington, D.C., postmarked 3 November 1941.  ",,11/3/41,"Washington, DC","San Antonio, TX",38.8946375,-77.0484716,29.42662879,-98.4923065
pera0176,http://129.7.224.3/omeka-2.6.1/items/show/1754,"Envelope addressed to Mr. Alonso S. Perales, postmarked 19 January 1942",[Unknown],"Perales, Alonso S.",1942,"Envelope addressed to Mr. Alonso S. Perales from an unknown sender in Washington, D.C., postmarked 19 January 1942.  ",,1/19/42,"Washington, DC","San Antonio, TX",38.912811,-77.048434,29.42662879,-98.4923065
pera0177,http://129.7.224.3/omeka-2.6.1/items/show/1755,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales, Attorney at Law, postmarked 27 January 1942","Brown, A.W.","Perales, Alonso S.",1942,"Envelope addressed to Mr. Alonzo [Alonso] S. Perales, Attorney at Law, from Major General, A.W. Brown, R.T.D. [Returned to Duty], in Washington, D.C., postmarked 27 January 1942.  ",,1/27/42,"Washington, DC","San Antonio, TX",38.974239,-77.065546,29.42662879,-98.4923065
pera0179,http://129.7.224.3/omeka-2.6.1/items/show/1757,"Envelope addressed to Sr. [Mr.] Alonso S. Perales, postmarked 1 April 1942","Parupen, M.L.","Perales, Alonso S.",1942,"Envelope addressed to Sr. [Mr.] Alonso S. Perales from M.L. Vda. de Parupen [M.L. viuda de Parupen/ M.L. widow of Parupen] in Mexico City, postmarked 1 April 1942.  ",,4/1/42,"Mexico City, MX","San Antonio, TX",19.432608,-99.133209,29.42662879,-98.4923065
pera0181,http://129.7.224.3/omeka-2.6.1/items/show/1759,"Envelope addressed to Mr. Alonso S. Perales, postmarked 29 August 1942, with censor handwritten on recto",[Unknown],"Perales, Alonso S.",1942,"Envelope addressed to Mr. Alonso S. Perales from an unknown sender in St. Petersburg, Florida, postmarked 29 August 1942. The word ""censor"" is handwritten in pencil on envelope recto.  ",,8/29/42,"Saint Petersburg, FL","San Antonio, TX",27.77207,-82.638489,29.42662879,-98.4923065
pera0183,http://129.7.224.3/omeka-2.6.1/items/show/1761,"Envelope addressed to Mr. Alonso S. Perales, postmarked 26 October 1942",[Unknown],"Perales, Alonso S.",1942,"Envelope addressed to Mr. Alonso S. Perales from an unknown sender in the Office of the Naval Officer Procurement in New Orleans, Louisiana, postmarked 26 October 1942. Marked official business.  ",,10/26/42,"New Orleans, LA","San Antonio, TX",29.9511946,-90.0686893,29.42662879,-98.4923065
pera0184,http://129.7.224.3/omeka-2.6.1/items/show/1762,"Envelope addressed to Mr. Alonso S. Perales, postmarked 18 February 1943","Sanchez , George I.","Perales, Alonso S.",1943,"Envelope addressed to Mr. Alonso S. Perales from George I. Sanchez in the History and Philosophy of Education department at the University of Texas in Austin, Texas, postmarked 18 February 1943.  ",,2/18/43,"Austin, TX","San Antonio, TX",30.2860678,-97.73933709,29.42662879,-98.4923065
